comentario,comunidade_link,comunidade_texto,data_comentario,link_topico,nome_comentador,nome_topico,num_comentario
"Os brasileiros há muito estão escondidos atrás das grades de suas casas. Agora, são as autoridades que são acuadas. Há muito, o crime vem sendo comandado por celulares, dos presídios. Todos nós sabemos. Há muito, ônibus são incendiados pelo crime em Vitória e no Rio de Janeiro. Não é a primeira vez que o crime ataca a polícia - já atacou quartéis das Forças Armadas. A rebelião mostra poder de ser nacional e, com arrogância.Não foi por falta de aviso. Foi por falta de competência e de vergonha. Porque se falta dinheiro para a segurança ou para a educação, não tem faltado para sanguessugas e mensaleiros, maus exemplos de imunidade dos que fazem as leis da impunidade!!!Esta mensagem foi enviada por Labestia Jr. o criminoso da ordem político nacional (reeleição) e internacional (Colômbia, Venezuela e Cuba) ""fornecedores"" de cocaína e da política na América Latina para a implantação da URSAL - União das Repúblicas Socialistas da América Latina.Neste último fim de semana assistimos, estarrecidos, os acontecimentos violentos contra o Sistema de Segurança do Estado de São Paulo. Os meios de comunicação e o próprio governo nos informam que, a principal razão para os atos de ""barbárie"", seria a transferência de presos para um determinado presídio. Será?Todos nós brasileiros aprendemos, depois de tantos anos de violência e corrupção, que bandido, bandido mesmo, seja ele traficante, ladrão de banco, corrupto e, até mesmo os ladrões-de-galinhas, não agiriam contra seus próprios ""empreendimentos"" (se é que vocês me entendem).Bandido que é bandido, faz de tudo para manter seus ""pontos"", suas ""bocas de fumo"", suas ""fontes de renda"", bandido que é bandido, não age politicamente, não entra em confronto, assim, ""de graça"" com a polícia. Isso representa prejuízo muito grande para seus negócios.Rebeliões em presídios sempre aconteceram, por conta de super-lotação, melhores condições para os presos, etc.Continua...",http://orkut.google.com/c28580.html,Dead Fish,4 de agosto de 2006,http://orkut.google.com/c28580-t7b4edc130e0cd090.html,Kaio Ramone - ,hum.. conhecidencia ? leiam isso,4
"É hora de pensarmos seriamente sobre os riscos que Hugo Chávez e vários outros dirigentes de países e partidos que se dizem ""esquerdistas"", inclusive em nosso país, estão criando para a democracia de nosso tão amado Brasil. Afinal, é bem mais fácil negociar com o partido brasileiro, onde o atual presidente(PT)- liberou uma TV só para Hugo Chávez, a Tele Sur, pelo fato do partido ter aceitado dinheiro das FARC e de Cuba e que tinha, como projeto de uma de suas facções a previsão de arrecadar US$ 1.000.000.000,00 (Um bilhão de dólares) para transformar a América Latina num território ""esquerdista"" (URSAL) e plantador de coca. (Estão aí a morte de Celso Daniel, o Escândalo do Mensalão, as falcatruas publicitárias, e tantas coisas mais).Se o Governo de São Paulo quer realmente desvendar essa farsa, basta investigar mais seriamente os criminosos, que estão se passando por advogados dos comandantes do PCC. Comecem a investigar as ""viagens"" e de onde está vindo o dinheiro desses ""ditos advogados"" que, em verdade, são bandidos que possuem as carteirinhas da OAB e estão repassando as ordens vindas da Colômbia, Venezuela, Bolívia e Cuba.São eles que estão trazendo as ordens dos ""fornecedores"" para serem repassadas ao comando do PCC, pois eles são patrocinados pelos chefões que financiam o tráfico e a política na América Latina.Todos sabemos, é do conhecimento geral:- Bandido não rasga dinheiro à toa e não age politicamente sem que um comando maior esteja por trás. Esses atos de barbárie são, com certeza, políticos mas, se Deus quiser, assim como o mensalão e tantas outras falcatruas, irão ser passados à limpo.Tudo o que está acontecendo em São Paulo foi arquitetado pelo Palácio do Planalto para ""mudar o foco"" das denúncias da revista Veja sobre as contas em paraísos fiscais que seriam do presidente Lula e do resto do PT e para acabar com a credibilidade do candidato do PSDB Geraldo Alckmin, cuja base eleitoral é São Paulo. Mais detalhes veja abaixo.E HÁ CEGOS QUE NÃO QUEREM VER !!!!Continua...",http://orkut.google.com/c28580.html,Dead Fish,4 de agosto de 2006,http://orkut.google.com/c28580-t7b4edc130e0cd090.html,Kaio Ramone - ,hum.. conhecidencia ? leiam isso,6
"Os EUA já deviam ter começado o embrago há muito tempo...Deixaram o mentacapto se criar...Se bem, que com a Venezuela internamente passando necessidade por falta de alimento e inflação galopante é uma tática boa...se levarem adiante quebram as pernas do safado ordinário...Quanto a soberania nacional Fábio, cobre também do Chavito que vive metendo o bedelho por aqui, como mandar a representante da Venezuela fazer ""abaixo-assinado"" para pressionar o supremo no caso raposa do sol...E que vive metendo a lenha no nosso Congresso...pois muito bem, o congresso brasileiro diz respeito a nós brasileiros e não ao Chavez...Temos que aprender a separar as coisas...uma coisa seria os EUA mandar aqui, outra é ser a favor que impeçam o Chavez de fazer a AL virar uma URSS...Além do que, a tal UNASUL=URSAL seria o que em relação a soberania????Carla",http://orkut.google.com/c73071.html,FORA LULA,30 de maio de 2008,http://orkut.google.com/c73071-tfd4d178465394cb3.html,Carla Pola - ,OS EEUU ESTÃO CHEGANDO...,8
"Para chegar na URSAL de Fidel é a UNASUL, a mesma coisa com outro nome.",http://orkut.google.com/c73071.html,FORA LULA,21 de maio de 2008,http://orkut.google.com/c73071-t489a8dd2ea1d7f4.html,Mauro Λ Santos - ,América do Sul se une em novo pacto - UNASUL,2
"Para q a Ursal,produto do delírio do Foro de São Paulo seja uma realidade...",http://orkut.google.com/c73071.html,FORA LULA,22 de maio de 2008,http://orkut.google.com/c73071-t489a8dd2ea1d7f4.html,Caio Maurano - ,América do Sul se une em novo pacto - UNASUL,9
Quando falavam da URSAL aqui davam risadas.,http://orkut.google.com/c73071.html,FORA LULA,24 de maio de 2008,http://orkut.google.com/c73071-t489a8dd2ea1d7f4.html,Ricardo Z. Vendramini - ,América do Sul se une em novo pacto - UNASUL,11
"Epa! alto lá! aqui todos nós, membros ativos da FL, sempre soubemos da URSAL e divulgamos, tanto quanto o FSP, aos quatro cantos!Quem não dá ouvidos é a petralhada, os esquerdistas idiotas que invadem a ""nossa casa""!Cada um de nós, conscientemente faz o que pode. Ou vocês acham que se saíssemos às ruas gritando sobre o FSP as pessoas iriam acreditar? talvez acreditasse sim, porque o que os ex-querdistas do FSP desenham de forma a iludir a grande massa. Conheço várias pessoas que não consideram o FSP e a URSAL ruins! Cadê que os políticos falam algo contra o FSP na TV ou Congresso??? Cadê a imprensa mostrando isso em primeira página???Portanto, cautela antes de dizer que na FL ninguém ""ouve"".Desculpem se fui um tanto quanto... ""ácida"".Morana FLOrgulho de ser ""Gorpista""",http://orkut.google.com/c73071.html,FORA LULA,24 de maio de 2008,http://orkut.google.com/c73071-t489a8dd2ea1d7f4.html,Morana FL . - ,América do Sul se une em novo pacto - UNASUL,12
URSAL ou UNASUL???Vamos divulgar logo! Porque as loucuras estão se tornando realidade....,http://orkut.google.com/c73071.html,FORA LULA,23 de maio de 2008,http://orkut.google.com/c73071-t9ae9c5e9aea846c6.html,Mariela Rocha - ,VAMOS COMEÇAR A AGIR?,9
"Roraima será destruida por essa canalha,essa rataria maldita!Lula tem q ser deposto.A criação da Ursal anda a pleno vapor,e a criação dessa reserva medonha,visa na prática,entregar um estado da federação para a Farc q circulará livremente entre a Venezuéla e o""ex-estado de Roraima"".Se isso não é  um caso para fazermos uma revolução(casus belli) é o q? Fora Lula!Fora!...",http://orkut.google.com/c73071.html,FORA LULA,12 de abril de 2008,http://orkut.google.com/c73071-t401f9df72640591c.html,Caio Maurano - ,O Exército e A Raposa - Roraima!,11
"""Faltava um padre"", repetiu hoje Chávez ao sustentar que Lugo se unirá aos governantes latino-americanos que, além dele mesmo, incluiu no que chama de uma ""nova era"" em Brasil, Argentina, Bolívia, Cuba, Chile, Equador e Nicarágua.""Já temos duas mulheres: Cristina (Argentina) e Bachelet (Chile). Temos um operário: Lula. Três guerrilheiros: Fidel, Raúl (Cuba) e Daniel Ortega (Nicarágua). Temos um índio: Evo (Bolívia). Temos um economista que faltava: Rafael Correa (Equador). Temos ainda esse soldado, que está aqui (Venezuela), e só faltava o padre"", concluiu Chávez em alusão a Lugo. EFE ar/fr É a URSAL tomando corpo....É de arrepiar...mais um pouco e começam a construir gulags....Carla",http://orkut.google.com/c73071.html,FORA LULA,24 de abril de 2008,http://orkut.google.com/c73071-t8d9b0654d715c909.html,Carla Pola - ,Chávez diz que porta-aviões americano não assusta!,7
"Muito tem sido falado na F.L. sobre a medonha criação da reserva índigêna Raposa do Sol.Há tempos q áreas gigântes de térra estão sendo entregues para um nºpequeno de índios,o q significa um desperdício de térras e a fomentação da guerra entre fazendeiros e índios,q diante de uma quantidade imensa de térras nada fazem,não produzem,não cuidam das térras e não deixam produzir.No caso de Roraima,o objetivo dessa canalha,não é só a luta indigiênista,mas a entrega de um estado da federação à Farc,pois a Farc fará acampamentos em Roraima e na Venezuéla,tendo ésta área como grande área de atuação.Além da destruição de Roraima,pois várias fazendas produtivas,cidades e vilas vão desaparecer,a criação désta reserva será uma vitória daqueles q querem a criação da Ursal,será a desmoralização total das FFAA,pois agirão contra brasileiros honéstos e contra a pátria,a favor de Lula e de seu partido maldito,comunista e quadrilheiro.Eu quero guerra total contra essa canalha!Se querem destruir a nação,q sejam destruídos tb.Vida longa à República.Ave Libertas...",http://orkut.google.com/c73071.html,FORA LULA,12 de abril de 2008,http://orkut.google.com/c73071-t1b3b7ab5cdfdbe81.html,Caio Maurano - ,Roraima;ex-estado da federação!!!,1
"Se esquece o tabarél ardiloso,q uma nação,nascida para servir à humanidade(por sua,de fato,riquesa e potêncial),não pode ser roubada,aviltada e ter seu povo barbarisado  para sempre,muito menos seguir o caminho da escravidão total,no caso dos planos do PT e do Foro de São Paulo,a escravidão Marxista.Lula e o PT estam construindo um arranha-céu de cartas,e quanto maior for a altura,maior será a sua queda.Se esquece ele,q além dos ventos da anormalidade nacional,e do furacão de robalheira e corrupção q corre em seu governo,há tb os ventos da liberdade,e não existem cartas resistêntes ao vento,no caso desse vento,mais forte do q qualquer furacão.Q esse delírio comunista do Socialismo do PT e da Ursal,sejam destruidos de vez...",http://orkut.google.com/c73071.html,FORA LULA,11 de abril de 2008,http://orkut.google.com/c73071-t26fd57b158e3b57c.html,Caio Maurano - ,"REMINDO O TEMPO .... ",3
"Com Lula, a centralização administrativa tornou-se ainda mais profunda; nada pode ser pensado em prol do desenvolvimento dos Estados e dos municípios sem que haja a interferência da pesada mão “federal”. Por isso, a ênfase que Lula atualmente dá ao Programa de Aceleração de Crescimento (PAC), um plano que prova que Lula é um verdadeiro imperador do Brasil, não o presidente, pois tudo tem de passar por seu gabinete. Nada abala esse princípio ditatorial à la Luís XIV (“L’État c’est moi”), mesmo que o atual governo, reeleito para mais quatro anos, esteja caindo de podre devido a uma roubalheira sistemática e sistêmica sem precedentes em nossa história. De certa forma, o Brasil de Lula lembra a Alemanha de Hitler e a Itália de Mussolini, com ingredientes chineses de Mao Tsé-Tung. O Brasil de Lula caminha rapidamente para uma formação comuno-fascista, dentro do molde traçado pelo Foro de São Paulo que tem como objetivo final transformar nossa região em uma União das Repúblicas Socialistas da América Latina (URSAL). Cuba é o ideal de nação dentro da ótica do Foro são paulino, criado por Fidel Castro e Lula. A Venezuela de Hugo Chávez é o país que hoje mais se aproxima desse modelo soviético. O Brasil, com Lula, avança a largos passos para ser membro do tenebroso grupo. As invasões do MST e as barbaridades cometidas pelos revolucionários comunistas do campo, a exemplo da destruição de um centro de biotecnologia da Aracruz Celulose, no Rio Grande do Sul, com aprovação tácita das autoridades constituídas, e aplausos públicos de políticos e do Sr. Stédile, sem que sofressem sanções penais, comprovam minha afirmação.",http://orkut.google.com/c73071.html,FORA LULA,11 de fevereiro de 2007,http://orkut.google.com/c73071-ta3625c6b4857ed06.html,Eric Duarte - ,PT e PSDB são irmãos siameses!,2
"É realmente alarmante o entorpecimento da nação devido ao silêncio feito pela mídia comprada pelo sapo comuna tabarél,o chefe da quadrilha.Nada é dito ou comentado,td é escondido ou pior,tratado com a maior naturalidade possível.O combate a Lula é zero;ele é o""rei"",intocável,q td faz e td pode,quase uma figura stalinista,isto é,acima do bem e do mal,uma figura quase""divina""(Stalin era visto na Rússia como um semi-Deus a ponto dos prisioneiros dos campos de concentração comunistas,os Gulaks,chorassem a sua morte).Enquanto a nação segue para o abismo do comunismo,chamado por Chavez de""O Socialismo do Séc.XXI""e pelo PT de""O Socialismo do PT""a nação vive um clima de normalidade nada normal.Ventos da anormalidade dominam a nação calamitósa;direitos são destruídos(como o de propriedade) com a conivência do MP,de governadores inescrupulósos,como o crápula do Paraná,um bandido a frente de um estado,e da própria quadrilha comunista q é o governo Lula,o governo do crime organizado.Assasínos miseráveis!Comunistas e caudilhos malditos!Matam inocêntes no caos aéreo gerado pela sanha por dinheiro público dessa quadrilha imunda,visando seu malígno plano de poder,fundado no Foro de São Paulo para a criação da Ursal.A certeza da invencibilidade é tanta q o próprio PT admite isso e nada é dito,td é natural,qualquer discurso contra é paranóia,até q a""paranóia""se torne real.Lula esta blindado,seja pelo poder Judiciário,seja pelo Congrésso Mensalão ou pelo Senado chiqueiro ou por uma oposição,na sua maioria,fulêira e teatral(no mal sentido da palavra),e os ratos de redação nada falam,é normal uma Justiça blindar alguém.Q a revolta tome os quartéis,q o pavio seja aceso...",http://orkut.google.com/c73071.html,FORA LULA,27 de janeiro de 2008,http://orkut.google.com/c73071-t2269bebdd29df5fb.html,Caio Maurano - ,100 % auto-censura!!!,1
http://ursal.blogspot.com/2007/11/viva-ao-capitalismo-de-estado-chins.htmlhttp://ursal.blogspot.com/,http://orkut.google.com/c73071.html,FORA LULA,26 de janeiro de 2008,http://orkut.google.com/c73071-t3af6cb37a035d968.html,MARCELO mendes - ,Denúncia contra a China no Fórum Social Mundial,8
"Elles querem instalar a URSAL - União das Repúblicas Socialistas da América Latina, só que para isto ser mais facil elles precisam desmantelar as FFAA, elles não querem nenhum tipo de resistência. Eu só não entendo porque elas ainda estão dentro dos quarteis, aquadas!!! Isto é muito preocupante. Que saudades da minha infância.Tem algum militar aqui? Poderia me responder o por que desta inércia?",http://orkut.google.com/c73071.html,FORA LULA,17 de janeiro de 2008,http://orkut.google.com/c73071-t84d0d2c8ca8b7d9e.html,Jack Bauer - ,Vice-Presidente José de Alencar e as FFAA - Leia!,5
"Elles querem instalar a URSAL - União das Repúblicas Socialistas da América Latina, só que para isto ser mais facil elles precisam desmantelar as FFAA, elles não querem nenhum tipo de resistência. Eu só não entendo porque elas ainda estão dentro dos quarteis, aquadas!!! Isto é muito preocupante. Que saudades da minha infância.Tem algum militar aqui? Poderia me responder o por que desta inércia?",http://orkut.google.com/c73071.html,FORA LULA,17 de janeiro de 2008,http://orkut.google.com/c73071-t84d0d2c8ca8b7d9e.html,Jack Bauer - ,Vice-Presidente José de Alencar e as FFAA - Leia!,5
"Lembre-se q foi o próprio FHC q preparou a vitória do Lula.FHC sancionou uma lei petralha indenizando guerrilheiros e terrorístas de esquerda,FHC mandou um navio com gasolina pra Venezuéla para burlar a greve feita contra Chavez,isso a pedido de Lula.O povo brasileiro tb tem uma grande parcéla na desgraça do povo venezuelâno com a ditadura comuno-chavista,caminho q segue o Brasil com Lula.Votei no Alckmin contra essa praga desse tabarél comuna chefe de quadrilha,porém,ao assistir ao debate entre eles,vi uma grande farsa.Veja só:1ºAlckmin não denunciou a existência do Foro de São Paulo criado por Lula nem os planos malígnos para a criação da Ursal.2ºAlckmin não disse q os ataques do PCC estão ligados ao governo do PT;digo isso pelos seguintes fatos:1ºOs ataques foram feitos 1 dia antes da revista Veja ter colocado nas bancas uma reportagém bomba sobre as ligações expúrias de Lula com o Paulo Okamotto.2ºLula deu o induto para soltar vários bandidos q não mais retornaram as célas.3ºO mais grave:O PCC recebeu treinamento de guerrilha da Farc e do MST,q são ligados ao governo Lula e a seu partidéco quadrilha.Fica difícil acreditar q não houve acordão para reeleger essa praga.Por isso q apoio o Democratas,q apesar de fazer uma oposição anêmica,ainda faz oposição,já o PSDB,somente alguns políticos fazem...",http://orkut.google.com/c73071.html,FORA LULA,13 de janeiro de 2008,http://orkut.google.com/c73071-td8f70def172ad2f1.html,Caio Maurano - ,Fui EXPULSO da comunidade GERALDO ALCKMIN,3
"Pois é,e eu q pensei q eu fosse saudosista.O sapo comuna tabarél tb é.Minha saudade é outra,é do tempo q havia ordem,dignidade e patriotismo,do tempo q havia um pouco de liberdade,não esta liberdade fulêira q temos.Lula tem saudade da antiga URSS,q ele quer recriar com o nome de URSAL.Coisa de outros tempos,a Febre Amarela urbana esta de volta,já temos doentes em Brasília,São Paulo e uma vitima fatal em Goias.Oswaldo Cruz,na então capital da República,livrou o Rio e o restânte da nação désta ameaça,isto no começo do Séc.XX;ameaça q esta voltando com a incompetência do PT e seu bando Lulista.Se preparem,pois a tuberculóse tb virá do jeito q a coisa esta.(sem querer rimar)Caos aéreo,falta de GN nas fábricas,termoelétricas e daqui a pouco nos póstos de gasolina,risco real de apagão.Este é o governo Lula,q desvia o q pode para seus fins hediondos com sua máquina de corrupção e robalheira.Piratas,corsários de esquerda,saqueadores do tesouro nacional!Se existisse dignidade neste país,esse tabarél comuna já teria sido derrubado,pela força da lei ou pela força das armas;se existisse povo,a população já teria saido às ruas para exigir a derrubada de Lula e do PT.Nada é feito ou dito pelos bandoleiros de tóga,de farda,de palitó e de redação.Nós liberais sabemos o q fazer:Revolução,essa é a nossa solução!É na bala q essa quadrilha vai cair!Ou Lula entra em derrocada,ou a liberdade será totalmente destruída...",http://orkut.google.com/c73071.html,FORA LULA,12 de janeiro de 2008,http://orkut.google.com/c73071-t36b298e6440baddc.html,Caio Maurano - ,Surto de Febre Amaréla!!!,1
"Pois é,e eu q pensei q eu fosse saudosista.O sapo comuna tabarél tb é.Minha saudade é outra,é do tempo q havia ordem,dignidade e patriotismo,do tempo q havia um pouco de liberdade,não esta liberdade fulêira q temos.Lula tem saudade da antiga URSS,q ele quer recriar com o nome de URSAL.Coisa de outros tempos,a Febre Amarela urbana esta de volta,já temos doentes em Brasília,São Paulo e uma vitima fatal em Goias.Oswaldo Cruz,na então capital da República,livrou o Rio e o restânte da nação désta ameaça,isto no começo do Séc.XX;ameaça q esta voltando com a incompetência do PT e seu bando Lulista.Se preparem,pois a tuberculóse tb virá do jeito q a coisa esta.(sem querer rimar)Caos aéreo,falta de GN nas fábricas,termoelétricas e daqui a pouco nos póstos de gasolina,risco real de apagão.Este é o governo Lula,q desvia o q pode para seus fins hediondos com sua máquina de corrupção e robalheira.Piratas,corsários de esquerda,saqueadores do tesouro nacional!Se existisse dignidade neste país,esse tabarél comuna já teria sido derrubado,pela força da lei ou pela força das armas;se existisse povo,a população já teria saido às ruas para exigir a derrubada de Lula e do PT.Nada é feito ou dito pelos bandoleiros de tóga,de farda,de palitó e de redação.Nós liberais sabemos o q fazer:Revolução,essa é a nossa solução!É na bala q essa quadrilha vai cair!Ou Lula entra em derrocada,ou a liberdade será totalmente destruída...",http://orkut.google.com/c73071.html,FORA LULA,12 de janeiro de 2008,http://orkut.google.com/c73071-t36b298e6440baddc.html,Caio Maurano - ,Surto de Febre Amaréla!!!,1
"Justiça italiana persegue os q combateram o comunismo na Operação Condor.É preciso lembrar q se tivemos a revolução de 64,o contra-golpe de 64,e em seguida,por influência brasileira,outros contra-golpes contra governos comuno-subversívos monitorados pelo imperialismo de esquerda,a ação comunista internacional feita pela Rússia.Quero ver a escória comunista européia combater tirânos como Fidel Castro e Hugo Chavez,pq nada dizem contra a Ilha-senzala de Fidel e Raul Castro?Ratos,revanchismo puro,pois sabem q a América do Sul caminha para a tragédia da Ursal.Quem poderá salvar o sul das Américas e mudar a roda da História?O gigânte das Américas,a República brasileira;é preciso brecarmos este mal...*Nota:Lembrando o Presidente Monroe,um recado para os europeus esquerdistas:""América para os americanos""*Obs.:Americanos=nativos das Américas.",http://orkut.google.com/c73071.html,FORA LULA,27 de dezembro de 2007,http://orkut.google.com/c73071-t83c18bf71878d082.html,Caio Maurano - ,Revanchismo globalizado!!!,1
"*Nota:Quanto mais tempo ésta escória estiver no poder,mais os planos do Foro de São Paulo vão avançar,quanto mais tempo Lula ficar no poder,a Ursal vai se tornando realidade,quanto mais tempo o ardiloso tabarél comuna ficar no poder,maior será a guerra contra eles...",http://orkut.google.com/c73071.html,FORA LULA,15 de dezembro de 2007,http://orkut.google.com/c73071-t78a68eb42c923d7b.html,Caio Maurano - ,O PERIGO esta próximo!!!,2
"Com todo respeito aos participantes desta comunidade, mas vocês viram a jogação de confete entre o  mulla, chaves e Imorales na festa surubenta de posse da mais nova presidenta da URSAL. Sim isto mesmo, se vocês ainda não perceberam, nós já somos um continente sociealista ditatorial, só falta o comunicado oficial.PORRA MEU, SÓ FALTOU AQUELES FILHOS DAS PUTAS CHUPAREM UM O PAU DO OUTRO, É UMA SURUBA MUITO LOUCA ENTRE ELLES.Se não é deveria ser considerado ATENTADO AO PUDOR.",http://orkut.google.com/c73071.html,FORA LULA,11 de dezembro de 2007,http://orkut.google.com/c73071-t3d6e2178b83121a8.html,C.J. Bilac - ,Golpe na Bolívia e em breve no Brasil!,4
Para os menos familiarizados com o assunto:URSAL – União das Repúblicas Socialistas da América,http://orkut.google.com/c73071.html,FORA LULA,30 de novembro de 2007,http://orkut.google.com/c73071-tfadfcc6e1d700564.html,Eronildo Aguiar - ,Para quem ainda não acredita na URSAL,4
"Bando de comunas fdp.É isso q eles querem;uma estrela vermelha como símbolo da nação.Brasil,uma república da URSAL.Isso nunca!!!!...",http://orkut.google.com/c73071.html,FORA LULA,17 de novembro de 2007,http://orkut.google.com/c73071-t3af9218ae7c52f39.html,Caio Maurano - ,Comunidade denunciada! AJUDEM A REPASSAR,4
"CPMFA Toledo & Associados perguntou também a opinião dos entrevistados com relação à prorrogação da Contribuição Provisória sobre Movimentação Financeira (CPMF). A maioria (85%) mostrou-se contrária à idéia, 11% disseram ser a favor da prorrogação do tributo, 3% manifestaram indiferença e 1,5% não souberam ou quiseram responder.A maioria dos homens (82%) e mulheres (87%) é contra a prorrogação do tributo. Entre as classes sociais, as opiniões também convergiram - 85,7% na Classe A, 88,2% na Classe B, 83,7% na Classe C e 78,4% na Classe D. A maioria dos analfabetos (67%) e entrevistados com Ensino Fundamental incompleto (76%), Ensino Fundamental completo (85%), Ensino Médio completo (85%), Superior (89%) e a totalidade dos paulistanos com Pós-Graduação, Mestrado ou Doutorado são contra a prorrogação CPMF.SurpresaPara Francisco Toledo, sócio da Toledo & Associados, os resultados sobre o terceiro mandato foram surpreendentes. ""Fiquei surpreso pelo fato de termos 36% da população concordando com o terceiro turno. É um índice alto, ainda mais se compararmos com a opinião sobre a prorrogação da CPMF, em que 85% da população é contra"", disse.PS: OS QUE APROVAM REALMENTE É ALTO, POIS AQUI EXISTEM MUITOS NORDESTINOS E POBRES, APESAR DE SER O ESTADO MAIS RICO DO PAÍS.SE ESTA PESQUISA FOR FEITA NO NORDESTE OS RESULTADOS SERÃO TOTALMENTE AO CONTRARIO E FAVORAVEIS AO 3º MANDATO E ASSIM PODEMOS TER CERTEZA DE QUE SE NÃO FIZERMOS ALGO PARA REVERTER ESTE QUADRO TEREMOS SIM UMA DITADURA EPRIGOSISSIMA AQUI E ATÉ MESMO UMA URSAL (UNIÃO DAS REPÚBLICAS SOCIALISTAS DA AMERICA LATINA) QUE É EXATAMENTE O QUE ELES QUEREM.",http://orkut.google.com/c73071.html,FORA LULA,16 de novembro de 2007,http://orkut.google.com/c73071-t122c50280a338c7e.html,C.J. Bilac - ,PESQUISA - 3º MANDATO,2
"CALAAAADO! ""PORQUE NO TE CALLAS?"" O Rei de Espanha, Juan Carlos ""O democrata"" , foi admirável quando disse ""PORQUE NO TE CALLAS?"" Ele não se dirigiu só a Chaves ""o Fanfarrão""; como democrata e defensor das liberdades (pois é, a democracia e a liberdade também precisam de firmes defensores para interpor-se contra os que as agridem), o Rei mandou calarem-se todos os déspotas e aspirantes a ditadores da Terra, presentes e ausentes, passados e futuros governantes que buscam o totalitarismo como meio de dominar a massa ignara e alheia , passo a passo, como hoje se vê, nos principais atores do Foro de São Paulo*, que querem criar a URSAL (União das Repúblicas Socialistas da América Latina). O brado do REI ""PORQUE NO TE CALLAS?""aplica-se a muitos : a Lula ""o preguiçoso passeador"", a Castro ""o morto pseudo-falante"", a Evo, Ortega, Correa, ""os bufões da corte bolivariana"", etc.  Nós, democratas (não estou falando do DEM), para contrapor-nos aos saudosistas do comunismo, que estampam o sanguinário assassino Che em suas camisas, deveríamos usar camisetas (com ou sem a figura do Rei Juan Carlos) mas com a agora já imortal frase ""PORQUE NO TE CALLAS?"", no lugar da ""falsa ternura"".  E  nem  precisa  colocar  nenhum  nome   depois da  frase, tipo ""PORQUE NO TE CALLAS, lulla?"" ou ""PORQUE NO TE CALLAS, chaves?"" ou ""PORQUE NO TE CALLAS, fidel?"", porque todos saberão por quem os sinos dobram, eles dobram por todos.  Ass. EFUPEO DENESHU (AUTORIZADA A PUBLICAÇÃO COM OU SEM OS ANEXOS)Escrito por Jacornélio M. Gonzaga",http://orkut.google.com/c73071.html,FORA LULA,15 de novembro de 2007,http://orkut.google.com/c73071-t2eb4b960b82ab8a6.html,Abutre do Apedeuta - ,CALAAAADO !!!,1
Isso quer dizer que a URSAL já estava "pensada" antes??????Alguém sabe????,http://orkut.google.com/c73071.html,FORA LULA,10 de novembro de 2007,http://orkut.google.com/c73071-tad8725eef7438d5d.html,Morana FL . - ,Constituição Federal - leiam! PERIGO!!!,2
e se elles¹³ quiserem podem "criar" a URSAL...como somos idiotas! juro que nunca havia percebido esse "perigo iminente",http://orkut.google.com/c73071.html,FORA LULA,10 de novembro de 2007,http://orkut.google.com/c73071-tad8725eef7438d5d.html,Morana FL . - ,Constituição Federal - leiam! PERIGO!!!,9
"A Constituinte de 88 teve como baluarte Ulysses Guimarães (PMDB), esquerdista e admirador de Che, Fidel et Caterva (aí incluído o Sapo Barbudo).Se o Foro de São Paulo foi criado em 90, uma organização de tal porte teve seu estágio embrionário antes mesmo de 88.Como foi postado, no que diz respeito às relações internacionais, pode ser usado para defesa de nossa soberania ou para integrar o Brasil à URSAL - há dubiedade nos ítens discriminados e não creio que seja ""cochilo"" : estavam muito acordados (no duplo sentido, é claro) e tinham um objetivo, só agora transparecendo, porque os atuais governantes latinoamericanos ficam disputando quem é mais presepeiro, quem tem mais ""bala na agulha"" para pegar a liderança da URSAL.Infelizmente, fomos, sim, enganados durante todos esses  anos e, agora que tiraram as máscaras, estamos sem condições para reagir.Não adianta, a meu ver, ir para as ruas sem um planejamento, sem respaldo de autoridades militares para garantir o nosso direito de protestar!Os esquerdóides levaram mais de 20 anos urdindo toda essa patifaria e agora estão começando a colher os frutos.Acredito que vão cair sozinhos, devido à falta de condição para governar e pelo próprio temperamento de nosso povo. Mesmo sendo pacífico, uma hora explode! Não sei quando isso acontecerá mas ainda iremos levar muito chumbo grosso até que haja um mínimo de organização para fazer frente à quadrilha internacional.Estamos fazendo nossa parte: comunicações com o Congresso, Críticas, Repasse de Informações, mas, a meu ver, o momento não é para confronto físico por total falta de condições materiais e políticas.",http://orkut.google.com/c73071.html,FORA LULA,10 de novembro de 2007,http://orkut.google.com/c73071-tad8725eef7438d5d.html,Sheila Faria - ,Constituição Federal - leiam! PERIGO!!!,19
